"Site ID","Site Name","Project","Collected Date/Time","Collected Date","Collected Time","Analyte","Total/Dissolved","Recorded Value","Units","Comments","Qualifier","Method","Prepared Date/Time","Analyzed Date/Time","Start Depth","Start Depth Units","Sample ID","Agency","Permit No PS","DID No PS",""
"20399","Anclote Pasco 4","B679","1/16/2007 4:05:00 PM","01/16/2007","16:05","Chlorophyll a (Total)","","1.40","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","1/16/2007 4:05:00 PM","01/16/2007","16:05","Chlorophyll a (Total)","","1.40","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","2/15/2007 3:10:00 PM","02/15/2007","15:10","Chlorophyll a (Total)","","2.70","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","2/15/2007 3:10:00 PM","02/15/2007","15:10","Chlorophyll a (Total)","","2.70","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","3/13/2007 2:50:00 PM","03/13/2007","14:50","Chlorophyll a (Total)","","0.70","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","3/13/2007 2:50:00 PM","03/13/2007","14:50","Chlorophyll a (Total)","","0.70","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","4/19/2007 2:10:00 PM","04/19/2007","14:10","Chlorophyll a (Total)","","1.10","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","4/19/2007 2:10:00 PM","04/19/2007","14:10","Chlorophyll a (Total)","","1.10","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","5/21/2007 3:00:00 PM","05/21/2007","15:00","Chlorophyll a (Total)","","0.90","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
"20399","Anclote Pasco 4","B679","5/21/2007 3:00:00 PM","05/21/2007","15:00","Chlorophyll a (Total)","","0.90","ug/L","","","SM 10200 H (mod.)","","","","","","Southwest Florida Water Management District","0","0",""
