"Site ID","Site Name","Project","Collected Date/Time","Collected Date","Collected Time","Analyte","Total/Dissolved","Recorded Value","Units","Comments","Qualifier","Method","Prepared Date/Time","Analyzed Date/Time","Start Depth","Start Depth Units","Sample ID","Agency","Permit No PS","DID No PS",""
"20499","Hudson Pasco 7","P529","1/28/2015 9:30:00 AM","01/28/2015","09:30","Nitrate-Nitrite (N) (Total)","Total","0.0130","mg/L","","I","EPA 353.2 (Nitrate-Nitrite (N))","2/2/2015 2:53:00 PM","2/2/2015 2:53:00 PM","","","200799807","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","4/22/2015 1:30:27 PM","04/22/2015","13:30","Nitrate-Nitrite (N) (Total)","Total","0.0060","mg/L","","I","EPA 353.2 (Nitrate-Nitrite (N))","5/1/2015 4:52:00 PM","5/1/2015 4:52:00 PM","","","200817344","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","7/21/2015 11:45:00 AM","07/21/2015","11:45","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (Nitrate-Nitrite (N))","8/3/2015 2:48:00 PM","8/3/2015 2:48:00 PM","","","200834287","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","10/22/2015 1:25:03 PM","10/22/2015","13:25","Nitrate-Nitrite (N) (Total)","Total","0.01","mg/L","","I","EPA 353.2 (Nitrate-Nitrite (N))","10/26/2015 3:10:00 PM","10/26/2015 3:10:00 PM","","","200852468","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","1/12/2016 2:00:30 PM","01/12/2016","14:00","Nitrate-Nitrite (N) (Total)","Total","0.0160","mg/L","","I","EPA 353.2 (28 day hold time)","2/8/2016 1:53:00 PM","2/8/2016 1:53:00 PM","","","200868459","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","4/19/2016 1:30:08 PM","04/19/2016","13:30","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","4/26/2016 2:43:00 PM","4/26/2016 2:43:00 PM","","","200884749","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","7/13/2016 12:30:08 PM","07/13/2016","12:30","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","7/25/2016 3:08:00 PM","7/25/2016 3:08:00 PM","","","200901348","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","10/11/2016 12:05:08 PM","10/11/2016","12:05","Nitrate-Nitrite (N) (Total)","Total","0.0060","mg/L","","I","EPA 353.2 (28 day hold time)","11/1/2016 2:24:00 PM","11/1/2016 2:24:00 PM","","","200917391","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","1/24/2017 12:40:27 PM","01/24/2017","12:40","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","1/31/2017 4:34:00 PM","1/31/2017 4:34:00 PM","","","200932480","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","4/19/2017 1:10:08 PM","04/19/2017","13:10","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","5/8/2017 12:23:00 PM","5/8/2017 12:23:00 PM","","","200951317","Southwest Florida Water Management District","0","0",""
"20499","Hudson Pasco 7","P529","8/8/2017 12:45:00 PM","08/08/2017","12:45","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","QU","EPA 353.2 (28 day hold time)","","9/6/2017 4:13:00 PM","0.50","m","200968814","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","10/24/2017 1:30:00 PM","10/24/2017","13:30","Nitrate-Nitrite (N) (Total)","Total","0.0050","mg/L","","Q","EPA 353.2 (28 day hold time)","","12/21/2017 2:10:00 PM","0.50","m","200982308","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","1/9/2018 1:30:00 PM","01/09/2018","13:30","Nitrate-Nitrite (N) (Total)","Total","0.0070","mg/L","","QI","EPA 353.2 (28 day hold time)","","2/15/2018 4:59:00 PM","0.48","m","200991160","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","5/1/2018 1:15:00 PM","05/01/2018","13:15","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","","5/21/2018 3:09:00 PM","0.50","m","201000155","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","7/19/2018 12:50:00 PM","07/19/2018","12:50","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","","8/2/2018 12:42:00 PM","0.50","m","201009962","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","11/1/2018 1:00:00 PM","11/01/2018","13:00","Nitrate-Nitrite (N) (Total)","Total","0.0040","mg/L","","U","EPA 353.2 (28 day hold time)","","11/19/2018 4:24:00 PM","0.42","m","201023602","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","1/7/2019 12:50:00 PM","01/07/2019","12:50","Nitrate-Nitrite (N) (Total)","Total","0.0290","mg/L","","","EPA 353.2 (28 day hold time)","","1/23/2019 2:52:00 PM","0.50","m","201033458","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
"20499","Hudson Pasco 7","P529","4/16/2019 1:40:00 PM","04/16/2019","13:40","Nitrate-Nitrite (N) (Total)","Total","0.0050","mg/L","","I","EPA 353.2 (28 day hold time)","","5/9/2019 11:06:00 AM","0.50","m","201042600","SOUTHWEST FLORIDA WATER MANAGEMENT DISTRICT","0","0",""
